Data Set      1=Norwich                0= Peterborough ;Tno ;Site ;Hard Standing Index % ;Species ;Species Code ;Age Class ;Age Index 1=Y 2=SM 3=EM 4=M  ;Ht (m) ;dbh (mm) ;dbh (m) ;Age estimate ;Clearance Ht (m) ;Crown Depth (m) ;Pruning Index 5 = pruned within 5yrs  10 pruned between 5 and 10yrs ;Type of Prunning None= 0 CR= 1 Other = 2 Both = 3 ;N ;E ;S ;W ;Total N,S,E,W Radial Crown Spread (m) ;Average Radial Crown spread (m) ;Adjustment diameter ;Total Mean Radial Crown Spread (m) ;Crown Diameter (m) ;Grid Reference ;Superfical Geology From British Geological Survey Geology of Britain Viewer ;Soil Code 1=sand and gravel 2= Clay 3=silt ;Notes ;Ratio Crown diameter/stem diameter ;HR ;Stem diameter Jan 2017 (mm) ;2yr dia gain (mm) ;Annual Girth Increment (mm) ;Predicted crown diamet using combined formulla ;Difference ;% Variation ;Predicted Ratio using  Combine formula ;Predicted Crown Diameter ;Diference ;% variation
1;1;Pilling park   ;80;Oak ;1;M ;4;19;760;0,76;107;4,3;14,7;5;3;3,9;7,6;8,1;5,8;25,4;6,4;0,38;6,7;13,5;TG 25342 08875 ;Crag group sand and gravel ;1;Hard standing in park ;17,71; ;770;10;5;15,68;-2,22; ;19,78;15,03;-1,57;0,01
1;2;Pilling park   ;80;Oak ;1;M ;4;15,1;620;0,62;88;3,4;11,7;5;3;4,6;7,6;4,2;5,9;22,3;5,6;0,31;5,9;11,8;TG 25344 08893 ;Crag group sand and gravel ;1;Hard standing in park ;18,98; ;626;6;3;13,83;-2,06; ;21,54;13,36;-1,59;0,01
1;3;Pilling park   ;60;Oak ;1;M ;4;22,8;880;0,88;124;5;17,8;5;1;7,3;9,3;9,5;11,7;37,8;9,5;0,44;9,9;19,8;TG 25339 08909 ;Crag group sand and gravel ;1;Hard standing in park ;22,48; ;884;4;2;16,98;2,8; ;18,83;16,57;3,21;0,01
1;4;Guerney Road Mousehold ;0;Oak ;1;EM ;3;12,3;350;0,35;32;1,7;10,6;5;1;6,1;6;6,3;6,1;24,5;6,1;0,175;6,3;12,6;TG24431 10125 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;36; ;380;30;15;9,24;3,36; ;26,95;9,43;3,17;0,01
1;5;Guerney Road Mousehold ;0;Oak ;1;EM ;3;11,2;300;0,3;27;2,8;8,4;5;1;3,5;3,6;4,5;2,9;14,5;3,6;0,15;3,8;7,6;TG24431 10125 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;25,17; ;315;15;7,5;8,24;-0,69; ;28,24;8,47;-0,92;0,01
1;6;Guerney Road Mousehold ;0;Oak ;1;EM ;3;14,2;340;0,34;31;5,5;8,7;5;1;5,4;5,2;3,9;3,7;18,2;4,6;0,17;4,7;9,4;TG24431 10125 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;27,76; ;360;20;10;9,04;0,4; ;27,2;9,25;0,19;0,01
1;7;Guerney Road Mousehold ;0;Oak ;1;EM ;3;10,7;220;0,22;20;2,25;8,45;5;1;3,5;3,2;2,2;2,1;11;2,8;0,11;2,9;5,7;TG24431 10125 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;26; ;261;41;20,5;6,55;-0,83; ;30,5;6,71;-0,99;0,01
1;8;Guerney Road Mousehold ;30;Oak ;1;M ;4;16,2;590;0,59;83;3,5;12,7;5;1;7,8;8,3;8,6;9;33,7;8,4;0,295;8,7;17,4;TG24431 10125 ;Sheringham Cliffs Formation - Sand And Gravel ;1;Next to car park ;29,56; ;604;14;7;13,39;4,05; ;22,01;12,99;4,45;0,01
1;9;Guerney Road Mousehold ;0;Sycamore ;2;M ;4;22,1;820;0,82;86;3,3;18,8;0;0;11,1;4,3;7,9;9,4;32,7;8,2;0,41;8,6;17,2;TG24431 10125 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;20,94; ;833;13;6,5;16,36;0,81; ;19,24;15,78;1,39;0,01
1;10;Guerney Road Mousehold ;0;Sycamore ;2;M ;4;20,1;680;0,68;71;3,59;16,51;5;1;4,6;7,6;9,6;7,7;29,5;7,4;0,34;7,7;15,4;TG24431 10125 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;22,69; ; ; ; ;14,67;0,76; ;20,7;14,08;1,35;0,01
1;11;Showground ;10;Oak ;1;M ;4;20,4;730;0,73;103;6,2;14,2;0;0;9;8,1;6,8;7,3;31,2;7,8;0,365;8,2;16,3;TG14675 10537 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Nearby a road towards the East ;22,37; ;759;29;14,5;15,31;1,02; ;20,1;14,67;1,66;0,01
1;12;Showground ;0;Sycamore ;2;M ;4;22,4;610;0,61;64;6,5;15,9;0;0;8,2;7,4;7,5;6,2;29,3;7,3;0,305;7,6;15,3;TG14655 10549 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;25,02; ;622;12;6;13,68;1,58; ;21,7;13,23;2,03;0,01
1;13;Showground ;1;Oak ;1;M ;4;17,1;430;0,43;61;6,1;11;10;3;5,4;4,8;4,4;5,1;19,7;4,9;0,215;5,1;10,3;TG14646 10560 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;23,91; ;440;10;5;10,74;-0,46; ;25,07;10,78;-0,5;0,01
1;14;Showground ;0;Oak ;1;M ;4;15,8;390;0,39;55;4,1;11,7;10;3;5,1;5,8;4,7;7,4;23;5,8;0,195;5,9;11,9;TG 14682 10517 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;30,49; ;415;25;12,5;10,01;1,88; ;25,98;10,13;1,76;0,01
1;15;Showground ;0;Sycamore ;2;M ;4;20,6;1050;1,05;110;8,1;12,5;10;1;9;9,3;8,2;7,4;33,9;8,5;0,525;9;18;TG14617 10579 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;17,14; ;1080;30;15;18,37;-0,37; ;18,39;19,31;-1,31;0,01
1;16;Showground ;10;Oak ;1;M ;4;17,8;640;0,64;91;4,2;13,6;5;1;8,5;8,4;9,8;7,8;34,5;8,6;0,32;8,9;17,9;TG14617 10579 ;Sheringham Cliffs Formation - Sand And Gravel ;1;Nearby a road towards the East ;27,95; ; ; ; ;14,12;3,77; ;21,25;13,6;4,29;0,01
1;17;Showground ;0;Sycamore ;2;M ;4;14,4;600;0,6;63;3,8;10,6;5;1;6,1;5,8;6,3;5,8;24;6;0,3;6,3;12,6;TG14617 10579 ;Sheringham Cliffs Formation - Sand And Gravel ;1;Nearby a road towards the North ;21; ; ; ; ;13,54;-0,94; ;21,85;13,11;-0,51;0,01
1;18;Showground ;0;Sycamore ;2;M ;4;14,9;540;0,54;56;3,7;11,2;5;1;6,3;6,9;6,3;5,3;24,8;6,2;0,27;6,5;12,9;TG14617 10579 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;23,96; ; ; ; ;12,61;0,33; ;22,87;12,35;0,59;0,01
1;19;Showground ;7;Sycamore ;2;M ;4;17;560;0,56;59;3,9;13,1;5;1;5,8;5,7;5,8;6,9;24,2;6,1;0,28;6,3;12,7;TG15162 10185 ;Sheringham Cliffs Formation - Sand And Gravel ;1;Nearby a road North and West ;22,61; ;573;13;6,5;12,93;-0,27; ;22,52;12,61;0,05;0,01
1;20;Showground ;0;Sycamore ;2;M ;4;11,8;340;0,34;36;4,2;7,6;5;1;4,9;3,5;4,1;3,4;15,9;4;0,17;4,1;8,3;TG15154 10698 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;24,38; ;355;15;7,5;9,04;-0,75; ;27,2;9,25;-0,96;0,01
1;21;Showground ;0;Oak ;1;M ;4;17,1;890;0,89;126;3,6;13,5;5;1;4,6;5,2;5,1;6,6;21,5;5,4;0,445;5,8;11,6;TG15154 10698 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;13,08; ; ; ;0;17,08;-5,44; ;18,78;16,71;-5,07;0,01
1;22;Showground ;0;Oak ;1;EM ;3;11,1;270;0,27;25;2,4;8,7;5;1;4,9;4,2;4,4;4,5;18;4,5;0,135;4,6;9,3;TG15154 10698 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;34,33; ; ; ;0;7,62;1,65; ;29,06;7,85;1,42;0,01
1;23;Showground ;0;Oak ;1;M ;4;22,9;980;0,98;139;4,2;18,7;5;1;13,5;9,3;8,5;8,7;40;10;0,49;10,5;21;TG15154 10698 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;21,41; ; ; ;0;17,86;3,12; ;18,44;18,08;2,9;0,01
1;24;Showground ;0;Oak ;1;M ;4;19,5;680;0,68;96;5,2;14,3;10;1;7,6;7,4;7,1;5,8;27,9;7;0,34;7,3;14,6;TG15154 10698 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;21,51; ;685;5;2,5;14,67;-0,04; ;20,7;14,08;0,55;0,01
1;25;Showground ;0;Oak ;1;M ;4;14,5;530;0,53;75;4,1;10,4;10;1;4,5;3,6;6;4,9;19;4,8;0,265;5;10;TG15154 10698 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;18,92; ;560;30;15;12,45;-2,42; ;23,05;12,22;-2,19;0,01
1;26;Showground ;0;Sycamore ;2;M ;4;15,5;690;0,69;72;5,1;10,4;5;1;5,5;5,5;5,9;5;21,9;5,5;0,345;5,8;11,6;TG15294 10189 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;16,87; ; ; ;0;14,8;-3,16; ;20,57;14,19;-2,55;0,01
1;27;Showground ;0;Oak ;1;M ;4;14,3;500;0,5;71;4,9;9,4;10;1;6,7;5,2;3,7;5,8;21,4;5,4;0,25;5,6;11,2;TG15294 10191 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;22,4; ;530;30;15;11,96;-0,76; ;23,62;11,81;-0,61;0,01
1;28;Showground ;0;Oak ;1;M ;4;15,2;410;0,41;58;3,7;11,5;5;1;6,3;5,8;5,1;6,8;24;6;0,205;6,2;12,4;TG15294 10191 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;30,27; ; ; ; ;10,38;2,03; ;25,52;10,46;1,95;0,01
1;29;Showground ;0;Oak ;1;M ;4;11,9;250;0,25;35;2,9;9;5;1;3,8;3,7;3,3;3,7;14,5;3,6;0,125;3,8;7,5;TG15294 10191 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;30; ; ; ; ;7,2;0,3; ;29,63;7,41;0,09;0,01
1;30;Showground ;0;Oak ;1;M ;4;22,2;1040;1,04;147;6,6;15,6;0;0;7,1;9,5;11,9;7,7;36,2;9,1;0,52;9,6;19,1;TG15294 10191 ;Sheringham Cliffs Formation - Sand And Gravel ;1;Nearby a road towards the East ;18,4; ; ; ; ;18,3;0,84; ;18,39;19,12;0,02;0,01
1;3+O+34:42 ;Earlham Park ;0;Oak ;1;M ;4;23,6;1010;1,01;143;5,4;18,2;10;3;7,6;11,3;11,4;10,7;41;10,3;0,505;10,8;21,5;TG19262 08199 ;Leet Hill Sand And Gravel Member - Sand And Gravel ;1;Small amount of die-back ;21,3; ;1020;10;5;18,09;3,42; ;18,4;18,58;2,93;0,01
1;32;Earlham Park ;0;Oak ;1;Y ;1;9,3;310;0,31;28;1,2;8,1;0;0;4,8;4,6;5,6;4,5;19,5;4,9;0,155;5;10,1;TG19324 08246 ;Leet Hill Sand And Gravel Member - Sand And Gravel ;1; ;32,45; ;344;34;17;8,45;1,61; ;27,98;8,67;1,39;0,01
1;33;Earlham Park ;0;Oak ;1;Y ;1;6,7;210;0,21;19;0,9;5,8;0;0;3,3;3,2;3,1;2,6;12,2;3,1;0,105;3,2;6,3;TG19166 08294 ;Leet Hill Sand And Gravel Member - Sand And Gravel ;1; ;30,05; ;230;20;10;6,33;-0,02; ;30,8;6,47;-0,16;0,01
1;34;Earlham Park ;0;Sycamore ;2;M ;4;18,5;700;0,7;73;7,8;10,7;10;3;3,7;6,1;6,5;4,6;20,9;5,2;0,35;5,6;11,2;TG19074 08230 ;Leet Hill Sand And Gravel Member - Sand And Gravel ;1; ;15,93; ;707;7;3,5;14,93;-3,78; ;20,45;14,31;-3,16;0,01
1;35;Earlham Park ;0;Sycamore ;2;M ;4;15,6;450;0,45;47;3;12,6;10;3;7,3;5,3;5,1;6,3;24;6;0,225;6,2;12,5;TG19028 08224 ;Leet Hill Sand And Gravel Member - Sand And Gravel ;1; ;27,67; ;468;18;9;11,1;1,35; ;24,64;11,09;1,36;0,01
1;36;Earlham Park ;0;Oak ;1;M ;4;18,2;710;0,71;100;2;16,2;0;0;10,9;7,1;9,7;9,1;36,8;9,2;0,355;9,6;19,1;TG18986 08139 ;Leet Hill Sand And Gravel Member - Sand And Gravel ;1; ;26,92; ;740;30;15;15,06;4,05; ;20,33;14,43;4,68;0,01
1;37;Earlham Park ;0;Oak ;1;EM ;3;14,2;530;0,53;48;2,8;11,4;0;0;7,2;  ;6,6;6,3;20,1;5;0,265;5,3;10,6;TG18980 08130 ;Leet Hill Sand And Gravel Member - Sand And Gravel ;1; ;19,96; ;549;19;9,5;12,45;-1,87; ;23,05;12,22;-1,64;0,01
1;38;Earlham Park ;0;Oak ;1;M ;4;19,8;1070;1,07;151;4,9;14,9;0;0;8,6;9,7;9,6;7,8;35,7;8,9;0,535;9,5;18,9;TG19134 07849 ;Leet Hill Sand And Gravel Member - Sand And Gravel ;1; ;17,68; ;1090;20;10;18,49;0,43; ;18,4;19,69;-0,77;0,01
1;39;Earlham Park ;0;Oak ;1;M ;4;19,8;840;0,84;119;2,7;17,1;10;1;10,1;9,9;9,7;11,3;41;10,3;0,42;10,7;21,3;TG19320 07901 ;Leet Hill Sand And Gravel Member - Sand And Gravel ;1; ;25,4; ;856;16;8;16,58;4,76; ;19,09;16,04;5,3;0,01
1;40;Ives Road ;20;Sycamore ;2;M ;4;12,7;330;0,33;34;4,9;7,8;10;2;4,3;3,2;3,3;4,6;15,4;3,9;0,165;4;8;TG22487 12135 ;Happisburgh Glacigenic Formation Sand and Gravel ;1; ;24,33; ;338;8;4;8,85;-0,82; ;27,46;9,06;-1,03;0,01
1;41;Ives Road ;0;Sycamore ;2;M ;4;15,7;440;0,44;46;5,3;10,4;10;2;6,1;6,6;3,1;3,9;19,7;4,9;0,22;5,1;10,3;TG22496 12127 ;Happisburgh Glacigenic Formation Sand and Gravel ;1; ;23,39; ;461;21;10,5;10,92;-0,63; ;24,85;10,94;-0,65;0,01
1;42;Ives Road ;20;Sycamore ;2;M ;4;18,5;440;0,44;46;4,4;14,1;10;2;6,1;6,6;3,1;3,9;19,7;4,9;0,22;5,1;10,3;TG22480 12218 ;Happisburgh Glacigenic Formation Sand and Gravel ;1; ;23,39; ;490;50;25;10,92;-0,63; ;24,85;10,94;-0,65;0,01
1;43;Ives Road ;30;Sycamore ;2;M ;4;14,8;400;0,4;42;3,8;11;10;2;5,4;6,4;7,5;2,8;22,1;5,5;0,2;5,7;11,5;TG2440 12141 ;Happisburgh Glacigenic Formation Sand and Gravel ;1;West side supressed, edge of group ;28,63; ;437;37;18,5;10,19;1,26; ;25,75;10,3;1,15;0,01
1;44;Ives Road ;25;Sycamore ;2;M ;4;18,3;450;0,45;47;4;14,3;10;2;5;5,7;5;3;18,7;4,7;0,225;4,9;9,8;TG22491 12148 ;Happisburgh Glacigenic Formation Sand and Gravel ;1;Edge of a group of 3 mature trees ;21,78; ;464;14;7;11,1;-1,3; ;24,64;11,09;-1,29;0,01
1;45;Ives Road ;40;Sycamore ;2;M ;4;14,1;470;0,47;49;3,5;10,6;10;2;5,6;5,4;5,8;4,9;21,7;5,4;0,235;5,7;11,3;TG22576 12055 ;Happisburgh Glacigenic Formation Sand and Gravel ;1; ;24,09; ;492;22;11;11,45;-0,13; ;24,22;11,38;-0,06;0,01
1;46;Bussey Road ;20;Sycamore ;2;M ;4;20,6;750;0,75;78;5,4;15,2;10;1;8,4;8,5;9,7;6,8;33,4;8,4;0,375;8,7;17,5;TG 22562 11959 ;River Terrace Deposits, 1 - Sand And Gravel ;1;Edge of a group  ;23,27; ;755;5;2,5;15,56;1,89; ;19,88;14,91;2,54;0,01
1;47;Barrack street ;0;Sycamore ;2;M ;4;14,9;430;0,43;45;3,2;11,7;0;0;3,5;5,6;5,2;4,4;18,7;4,7;0,215;4,9;9,8;TG23893 09346 ;River Terrace Deposits, 1 - Sand And Gravel ;1;Edge of a group  ;22,74; ;449;19;9,5;10,74;-0,96; ;25,07;10,78;-1;0,01
1;48;Barrack street ;0;Sycamore ;2;M ;4;12,9;380;0,38;40;2,4;10,5;0;0;3,8;4,4;6,7;6,4;21,3;5,3;0,19;5,5;11;TG23923 09361 ;River Terrace Deposits, 1 - Sand And Gravel ;1; ;29,03; ;401;21;10,5;9,82;1,21; ;26,22;9,96;1,07;0,01
1;49;Cannel Green ;15;Sycamore ;2;EM ;3;8,8;190;0,19;23;1,7;7,1;0;0;3,4;3,2;3,3;2,7;12,6;3,2;0,095;3,2;6,5;TG 23964 09342 ;River Terrace Deposits, 1 - Sand And Gravel ;1; ;34,16; ;215;25;12,5;5,89;0,6; ;31,41;5,97;0,52;0,01
1;50;Barrack street ;0;Sycamore ;2;EM ;3;11,8;240;0,24;29;2,8;9;5;1;4,4;4,4;3,6;2,2;14,6;3,7;0,12;3,8;7,5;TG23863 09361 ;River Terrace Deposits, 1 - Sand And Gravel ;1; ;31,42; ;244;4;2;6,99;0,55; ;29,91;7,18;0,36;0,01
1;51;trowse roundabout ;0;Oak ;1;EM ;3;14,5;320;0,32;29;3,9;10,6;0;0;3,6;5,8;5,6;3,2;18,2;4,6;0,16;4,7;9,4;TG 24226 07105 ;River Terrace Deposits, 1 - Sand And Gravel ;1; ;29,44; ;336;16;8;8,65;0,77; ;27,72;8,87;0,55;0,01
1;52;trowse roundabout ;5;Sycamore ;2;EM ;3;8,8;270;0,27;33;2,4;6,4;5;1;4,5;3;3,7;4;15,2;3,8;0,135;3,9;7,9;TG 24154 07026 ;River Terrace Deposits, 1 - Sand And Gravel ;1; ;29,15; ;293;23;11,5;7,62;0,25; ;29,06;7,85;0,02;0,01
1;53;trowse roundabout ;12;Sycamore ;2;SM ;2;14,3;390;0,39;65;2,9;11,4;5;1;4,5;4,2;4,3;4,6;17,6;4,4;0,195;4,6;9,2;TG24176 07119 ;River Terrace Deposits, 1 - Sand And Gravel ;1; ;23,56; ;396;6;3;10,01;-0,82; ;25,98;10,13;-0,94;0,01
1;54;trowse roundabout ;0;Sycamore ;2;SM ;2;13,7;410;0,41;68;2,7;11;0;0;4,8;5,7;4,5;4,5;19,5;4,9;0,205;5,1;10,2;TG24125 07110 ;River Terrace Deposits, 1 - Sand And Gravel ;1; ;24,78; ;419;9;4,5;10,38;-0,22; ;25,52;10,46;-0,3;0,01
1;55;trowse roundabout ;5;Sycamore ;2;SM ;2;9,9;340;0,34;57;2,8;7,1;5;1;5,5;4,6;3,4;5,4;18,9;4,7;0,17;4,9;9,8;TG24230 07087 ;River Terrace Deposits, 1 - Sand And Gravel ;1;Woodland edge, next to road and wall, crown spread over path ;28,79; ;355;15;7,5;9,04;0,75; ;27,2;9,25;0,54;0,01
1;56;trowse roundabout ;10;Sycamore ;2;M ;4;14,5;490;0,49;51;3,1;11,4;10;4;3;6,4;6,6;6,6;22,6;5,7;0,245;5,9;11,8;TG26316 09452 ;River Terrace Deposits, 1 - Sand And Gravel ;1; ;24,06; ;514;24;12;11,79;0; ;23,82;11,67;0,12;0,01
1;57;Brenda james close ;70;Sycamore ;2;M ;4;16;650;0,65;68;3,3;12,7;10;3;6,1;8,6;7,6;8;30,3;7,6;0,325;7,9;15,8;TG23316 09652 ;Sheringham Cliffs Formation - Sand And Gravel ;1;Hard standing next to road and path  ;24,31; ;665;15;7,5;14,26;1,54; ;21,1;13,72;2,08;0,01
1;58;Plumstead Road East ;70;Oak ;1;M ;4;13,8;680;0,68;96;4,2;9,6;5;1;6,9;6,1;6,5;7,4;26,9;6,7;0,34;7,1;14,1;TG2629009696 ;Sheringham Cliffs Formation - Sand And Gravel ;1;Hard standing next to road and path  ;20,78; ; ; ;0;14,67;-0,54; ;20,7;14,08;0,05;0,01
1;59;Plumstead Road East ;100;Oak ;1;M ;4;15,1;1020;1,02;144;7,3;7,8;10;3;10,7;11,2;8,7;6,5;37,1;9,3;0,51;9,8;19,6;TG2629009696 ;Sheringham Cliffs Formation - Sand And Gravel ;1;Hard standing all around the tree  In a car park ;19,19; ;1040;20;10;18,16;1,41; ;18,39;18,76;0,81;0,01
1;60;Whittard road ;10;Sycamore ;2;EM ;3;11,3;340;0,34;41;2,1;9,2;5;1;4,8;4,5;5,3;4,7;19,3;4,8;0,17;5;10;TG29916 10002 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Green space, free standing ;29,38; ;357;17;8,5;9,04;0,95; ;27,2;9,25;0,74;0,01
1;61;Whittard road ;10;Sycamore ;2;M ;4;15,4;520;0,52;54;2,4;13;5;1;5,4;5,4;5,5;6;22,3;5,6;0,26;5,8;11,7;TG26909 10018 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;22,44; ;554;34;17;12,29;-0,62; ;23,24;12,08;-0,41;0,01
1;62;Whittard road ;2;Sycamore ;2;M ;4;16;580;0,58;61;2,6;13,4;0; ;5,9;6,2;5,5;6,2;23,8;6;0,29;6,2;12,5;TG25890 10017 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;21,52; ;609;29;14,5;13,23;-0,75; ;22,18;12,86;-0,38;0,01
1;63;Whittard road ;0;Sycamore ;2;SM ;2;14,4;440;0,44;73;2,8;11,6;10;2;5,2;6,1;5,4;4,9;21,6;5,4;0,22;5,6;11,2;TG25843 10010 ;Sheringham Cliffs Formation - Sand And Gravel ;1; ;25,55; ;458;18;9;10,92;0,32; ;24,85;10,94;0,3;0,01
1;64;Whittard road ;0;Sycamore ;2;EM ;3;11,3;300;0,3;36;2,4;8,9;10;3;4,8;4;4;3,4;16,2;4,1;0,15;4,2;8,4;TG25903 10008 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;28; ;315;15;7,5;8,24;0,16; ;28,24;8,47;-0,07;0,01
1;65;Plumstead Road East ;0;Oak ;1;EM ;3;8,2;260;0,26;24;2,1;6,1;10;2;3,5;3,8;3;3;13,3;3,3;0,13;3,5;6,9;TG2597 09954 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Crown spread over road and path  Hard standing to the north and south ;26,58; ;292;32;16;7,41;-0,5; ;29,34;7,63;-0,72;0,01
1;66;Plumstead Road East ;0;Oak ;1;Y ;1;5;160;0,16;15;1,5;3,5;10;2;2,7;2,5;1,5;2,2;8,9;2,2;0,08;2,3;4,6;TG25980 09954 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Crown spread over road and path  Hard standing to the north and south ;28,81; ;184;24;12;5,21;-0,6; ;32,34;5,17;-0,56;0,01
1;67;Plumstead Road  ;10;Oak ;1;SM ;2;9,7;360;0,36;33;2,5;7,2;10;2;5,4;5,5;5,1;5,8;21,8;5,5;0,18;5,6;11,3;TG25994  09961 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Crown spread over road and path  Hard standing to the north and south ;31,28; ;392;32;16;9,43;1,83; ;26,7;9,61;1,65;0,01
1;68;Plumstead Road ;0;Oak ;1;EM ;3;6,5;190;0,19;17;2;4,5;10;2;3,1;3,1;2,1;2,5;10,8;2,7;0,095;2,8;5,6;TG25995 09960 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Crown spread over road and path  Hard standing to the north and south ;29,42; ;219;29;14,5;5,89;-0,3; ;31,41;5,97;-0,38;0,01
1;69;Redfern Road ;0;Sycamore ;2;EM ;3;12,8;360;0,36;43;2,8;10;10;1;4,6;5,7;4,7;4,4;19,4;4,9;0,18;5;10,1;TG25871 10383 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Green space  next to road and path ;27,94; ;377;17;8,5;9,43;0,63; ;26,7;9,61;0,45;0,01
1;70;Malbroke Rd ;50;Sycamore ;2;M ;4;18,8;630;0,63;66;2,4;16,4;0;0;6,6;4,3;3,7;4,8;19,4;4,9;0,315;5,2;10,3;TG18443 09106 ;Crag group sand and gravel ;1;Woodland edge, next to road and wall, crown spread over path ;16,4; ;642;12;8,5;13,97;-3,64; ;21,39;13,48;-3,15;0,01
1;71;Plumstead Road East ;25;Oak ;1;EM ;3;8,8;350;0,35;32;2,4;6,4;10;1;5,5;5,1;4,7;4,5;19,8;5;0,175;5,1;10,3;TG25971 09954 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Crown spread over road and path  Hard standing to the north and south ;29,29; ;389;39;19,5;9,24;1,01; ;26,95;9,43;0,82;0,01
1;72;Plumstead Road East ;15;Oak ;1;EM ;3;10,8;360;0,36;33;2,6;8,2;5;1;4,7;5,4;4,5;4,9;19,5;4,9;0,18;5,1;10,1;TG25980 09954 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Crown spread over road and path  Hard standing to the north and south ;28,08; ;345;-15;-7,5;9,43;0,68; ;26,7;9,61;0,5;0,01
1;73;Plumstead Road East ;35;Oak ;1;EM ;3;11,4;440;0,44;40;2,7;8,7;10;1;5,7;6,8;4,7;5,4;22,6;5,7;0,22;5,9;11,7;TG25994 09961 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Crown spread over road and path  Hard standing to the north and south ;26,68; ;485;45;22,5;10,92;0,82; ;24,85;10,94;0,8;0,01
1;74;Plumstead Road East ;35;Oak ;1;EM ;3;10,2;410;0,41;37;3,6;6,6;10;1;6,5;5,9;5,9;6,4;24,7;6,2;0,205;6,4;12,8;TG25995 09960 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;Crown spread over road and path  Hard standing to the north and south ;31,12; ;425;15;7,5;10,38;2,38; ;25,52;10,46;2,3;0,01
